Year,Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
2023,112,,Mens Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC,,2,California B,06:09.2,,"Heerding, T.",,,,,,,
2023,112,,Mens Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC,,3,California C,06:12.9,,"Barrell, T.",,,,,,,
2023,112,,Mens Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC,,4,Riverside,06:35.4,,,,,,,,,
2023,112,,Mens Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC,,5,UC Santa Barbara,07:05.4,,,,,,,,,
2023,112,,Mens Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC,,6,Dolphin,,,"Nalty, J.",,,,,,,
2023,112,,Mens Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC,,7,Dolphin/Friends of Ca,,,"Wegrzycki-Szymczk, N.",,,,,,,
2023,113,,Womens Open 8+ Carley Copley Cup,,1,San Diego,07:32.5,,,,,,,,,
2023,113,,Womens Open 8+ Carley Copley Cup,,2,UC San Diego,07:44.8,,"Harbison, J.",,,,,,,
2023,114,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,1,S.A.C.*,07:27.3,,"O'Connell, T.",,,,,,,
2023,114,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,2,Vancouver,07:40.1,,"Riley, P.",,,,,,,
2023,114,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,3,College Club Seattle,07:41.4,,"Miles, N.",,,,,,,
2023,114,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,4,San Diego RC*,07:47.7,,"Botterill, C.",,,,,,,
2023,114,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,5,BIAC B*,07:54.7,,"Hayes, R.",,,,,,,
2023,114,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,6,Los Angeles*,08:04.2,,"Scalise, M.",,,,,,,
2023,115,,Mens Masters 8+ Coronado Cays Realty Club Champ,,1,Sammamish*,06:38.7,,"Senenko, W.",,,,,,,
2023,115,,Mens Masters 8+ Coronado Cays Realty Club Champ,,2,Riverside B,06:41.8,,,,,,,,,
2023,115,,Mens Masters 8+ Coronado Cays Realty Club Champ,,3,San Diego RC B*,06:42.1,,"Peszek, T.",,,,,,,
2023,115,,Mens Masters 8+ Coronado Cays Realty Club Champ,,4,Lake Union,06:48.3,,"Hagenau, B.",,,,,,,
2023,115,,Mens Masters 8+ Coronado Cays Realty Club Champ,,5,BIAC*,06:49.7,,"Serrano Cendejas, J.",,,,,,,
2023,115,,Mens Masters 8+ Coronado Cays Realty Club Champ,,6,S.A.C.*,06:51.3,,"Borggaard, R.",,,,,,,
2023,115,,Mens Masters 8+ Coronado Cays Realty Club Champ,,7,Crimson Death Barge,07:00.2,,"Caughey, T.",,,,,,,
2023,116,,Womens Collegiate 4+ B entries,,1,Notre Dame,07:50.9,,,,,,,,,
2023,116,,Womens Collegiate 4+ B entries,,2,San Diego,08:12.6,,,,,,,,,
2023,116,,Womens Collegiate 4+ B entries,,3,USC,08:34.9,,"panek, s.",,,,,,,
2023,117,,Womens Collegiate DII/DIII Club 4+,,1,Orange Coast,08:24.7,,"Dervieux, J.",,,,,,,
2023,117,,Womens Collegiate DII/DIII Club 4+,,2,Pacific Lutheran,09:07.7,,"Miyasaki, H.",,,,,,,
2023,117,,Womens Collegiate DII/DIII Club 4+,,3,Colorado A,09:20.0,,,,,,,,,
2023,117,,Womens Collegiate DII/DIII Club 4+,,4,Colorado B,,,,,,,,,,
2023,118,,Womens Collegiate DII/DIII/Club Novice,,1,Orange Coast,07:53.3,,"sennott, s.",,,,,,,
2023,118,,Womens Collegiate DII/DIII/Club Novice,,2,UC Santa Barbara A,08:18.8,,,,,,,,,
2023,118,,Womens Collegiate DII/DIII/Club Novice,,3,UC Davis,08:22.5,,"Statham, D.",,,,,,,
2023,118,,Womens Collegiate DII/DIII/Club Novice,,4,Colorado,08:38.6,,,,,,,,,
2023,118,,Womens Collegiate DII/DIII/Club Novice,,5,UC Santa Barbara B,09:20.1,,,,,,,,,
2023,119,,Mens Collegiate Ltwt Secretary of the Navy Cup,,1,UCLA,06:37.1,,,,,,,,,
2023,119,,Mens Collegiate Ltwt Secretary of the Navy Cup,,2,UC Santa Barbara,07:05.2,,,,,,,,,
2023,120,,Womens Youth Cup,,1,Marin,06:42.8,,"Cherniss, J.",,,,,,,
2023,120,,Womens Youth Cup,,2,Newport,06:45.9,,,,,,,,,
2023,120,,Womens Youth Cup,,3,Saugatuck,07:00.9,,"Chadwick, C.",,,,,,,
2023,120,,Womens Youth Cup,,4,Holy Names,07:08.2,,"Bergevin, C.",,,,,,,
2023,120,,Womens Youth Cup,,5,Oakland Strokes,07:11.4,,,,,,,,,
2023,120,,Womens Youth Cup,,6,Capital,07:11.9,,"Torchiana, G.",,,,,,,
2023,120,,Womens Youth Cup,,7,Long Beach Junior Crew,07:14.1,,,,,,,,,
2023,120,,Womens Youth Cup,,8,Connecticut,07:14.2,,,,,,,,,
2023,121,,Mens Youth San Diego Rowing Cup,,1,Marin,06:00.7,,"Jorgensen, T.",,,,,,,
2023,121,,Mens Youth San Diego Rowing Cup,,2,Oakland Strokes,06:03.1,,"McBrearty, M.",,,,,,,
2023,121,,Mens Youth San Diego Rowing Cup,,3,Newport,06:11.1,,"Buda, A.",,,,,,,
2023,121,,Mens Youth San Diego Rowing Cup,,4,Norcal Crew,06:19.1,,"Kreidler, G.",,,,,,,
2023,121,,Mens Youth San Diego Rowing Cup,,5,San Diego RC,06:20.8,,"Meisenbach, L.",,,,,,,
2023,121,,Mens Youth San Diego Rowing Cup,,6,Saugatuck,06:23.7,,"Whelan, B.",,,,,,,
2023,121,,Mens Youth San Diego Rowing Cup,,7,Capital,06:30.1,,"Fowler, A.",,,,,,,
2023,121,,Mens Youth San Diego Rowing Cup,,8,Pacific,06:32.0,,"Rosenblum, J.",,,,,,,
2023,122,,Womens U17 Referee Cup LA84 Foundation Trophy,,1,Marin,07:08.8,,"Brooks, A.",,,,,,,
2023,122,,Womens U17 Referee Cup LA84 Foundation Trophy,,2,Oakland Strokes A,07:18.8,,,,,,,,,
2023,122,,Womens U17 Referee Cup LA84 Foundation Trophy,,3,Newport,07:20.3,,,,,,,,,
2023,122,,Womens U17 Referee Cup LA84 Foundation Trophy,,4,Newport Sea Base Rowing,07:28.7,,,,,,,,,
2023,122,,Womens U17 Referee Cup LA84 Foundation Trophy,,5,Oakland Strokes B,07:37.8,,,,,,,,,
2023,122,,Womens U17 Referee Cup LA84 Foundation Trophy,,6,Norcal Crew,08:03.5,,"Brzozowski, H.",,,,,,,
2023,123,,Mens U17 Cup,,1,Norcal Crew,06:11.6,,"Bliss-Carrascosa, M.",,,,,,,
2023,123,,Mens U17 Cup,,2,Marin,06:11.7,,"Fasano, N.",,,,,,,
2023,123,,Mens U17 Cup,,3,Long Beach Junior Crew,06:33.4,,,,,,,,,
2023,123,,Mens U17 Cup,,4,Newport,06:38.4,,"Bimont, A.",,,,,,,
2023,123,,Mens U17 Cup,,5,Pacific,06:43.9,,"Magnusson, H.",,,,,,,
2023,123,,Mens U17 Cup,,6,Oakland Strokes,06:45.7,,"Ding, B.",,,,,,,
2023,123,,Mens U17 Cup,,7,Los Gatos,06:48.9,,"Powell, J.",,,,,,,
2023,123,,Mens U17 Cup,,8,Capital,06:51.2,,"Pierson, A.",,,,,,,
2023,124,,Womens Youth B ZLAC Rowing Club Cup,,1,Newport,06:52.9,,,,,,,,,
2023,124,,Womens Youth B ZLAC Rowing Club Cup,,2,Marin,06:57.5,,"King, A.",,,,,,,
2023,124,,Womens Youth B ZLAC Rowing Club Cup,,3,Saugatuck,07:03.9,,"Clemens, H.",,,,,,,
2023,124,,Womens Youth B ZLAC Rowing Club Cup,,4,Holy Names,07:10.2,,"Parks, M.",,,,,,,
2023,124,,Womens Youth B ZLAC Rowing Club Cup,,5,Capital,07:14.2,,"Schroeder, K.",,,,,,,
2023,124,,Womens Youth B ZLAC Rowing Club Cup,,6,Norcal Crew,07:14.8,,"Nelson, K.",,,,,,,
2023,124,,Womens Youth B ZLAC Rowing Club Cup,,7,Oakland Strokes,07:16.2,,,,,,,,,
2023,124,,Womens Youth B ZLAC Rowing Club Cup,,8,Los Gatos,07:22.6,,"Sanchez, N.",,,,,,,
2023,125,,Mens Youth B Jean Jessop Hervey Cup,,1,Marin,06:05.4,,"McMahon, W.",,,,,,,
2023,125,,Mens Youth B Jean Jessop Hervey Cup,,2,Newport,06:09.9,,"Sitzman, C.",,,,,,,
2023,125,,Mens Youth B Jean Jessop Hervey Cup,,3,Oakland Strokes,06:16.3,,"Feldstein, Z.",,,,,,,
2023,125,,Mens Youth B Jean Jessop Hervey Cup,,4,Saugatuck,06:19.9,,"Baker, P.",,,,,,,
2023,125,,Mens Youth B Jean Jessop Hervey Cup,,5,Newport,06:26.2,,"Gates, H.",,,,,,,
2023,125,,Mens Youth B Jean Jessop Hervey Cup,,6,Los Gatos,06:29.1,,"Lewis, C.",,,,,,,
2023,125,,Mens Youth B Jean Jessop Hervey Cup,,7,San Diego RC,06:32.9,,"Escalante, A.",,,,,,,
2023,125,,Mens Youth B Jean Jessop Hervey Cup,,8,Pacific,06:36.1,,"Cravens, A.",,,,,,,
2023,126,,Womens Youth Cup,,1,Norcal Crew,07:03.9,,"Yang, E.",,,,,,,
2023,126,,Womens Youth Cup,,2,Marina Aquatic Center,07:05.9,,,,,,,,,
2023,126,,Womens Youth Cup,,3,San Diego RC,07:06.9,,"Kraski, A.",,,,,,,
2023,126,,Womens Youth Cup,,4,Texas Rowing Center,07:12.1,,"Maycotte, M.",,,,,,,
2023,126,,Womens Youth Cup,,5,Sammamish Rowing Association,07:12.1,,"Fay, H.",,,,,,,
2023,126,,Womens Youth Cup,,6,Pacific,07:23.9,,"Karanov, I.",,,,,,,
2023,126,,Womens Youth Cup,,7,TBC Racing,07:24.2,,"Wellington, G.",,,,,,,
2023,126,,Womens Youth Cup,,8,Mt. Baker,07:25.8,,,,,,,,,
2023,127,,Mens Youth San Diego Rowing Cup,,1,Newport Sea Base Rowing,06:07.6,,,,,,,,,
2023,127,,Mens Youth San Diego Rowing Cup,,2,Mt. Baker,06:10.9,,"Rix, N.",,,,,,,
2023,127,,Mens Youth San Diego Rowing Cup,,3,Sammamish Rowing Association,06:13.5,,"Wetmore, C.",,,,,,,
2023,127,,Mens Youth San Diego Rowing Cup,,4,Marina Aquatic Center,06:15.1,,,,,,,,,
2023,127,,Mens Youth San Diego Rowing Cup,,5,Long Beach Junior Crew,06:40.8,,,,,,,,,
2023,127,,Mens Youth San Diego Rowing Cup,,6,CCHS Crew,06:42.7,,"MacNab, J.",,,,,,,
2023,128,,Womens U17 Referee Cup LA84 Foundation Trophy,,1,Holy Names,07:32.4,,"Hill, O.",,,,,,,
2023,128,,Womens U17 Referee Cup LA84 Foundation Trophy,,2,Marina Aquatic Center,07:56.7,,,,,,,,,
2023,128,,Womens U17 Referee Cup LA84 Foundation Trophy,,3,CCHS Crew,08:54.3,,,,,,,,,
2023,129,,Mens U17 Cup,,1,Texas Rowing Center,06:40.1,,"May, F.",,,,,,,
2023,129,,Mens U17 Cup,,2,Marina Aquatic Center,06:43.8,,,,,,,,,
2023,129,,Mens U17 Cup,,3,San Diego RC,06:55.4,,"Schmutz, O.",,,,,,,
2023,130,,Womens Youth B ZLAC Rowing Club Cup,,1,Newport,07:08.5,,,,,,,,,
2023,130,,Womens Youth B ZLAC Rowing Club Cup,,2,San Diego RC,07:16.6,,,,,,,,,
2023,130,,Womens Youth B ZLAC Rowing Club Cup,,3,Texas Rowing Center,07:17.8,,"Barbier, S.",,,,,,,
2023,130,,Womens Youth B ZLAC Rowing Club Cup,,4,Pacific,07:27.4,,"Phillips, V.",,,,,,,
2023,130,,Womens Youth B ZLAC Rowing Club Cup,,5,Holy Names,07:27.6,,"Spraker, M.",,,,,,,
2023,130,,Womens Youth B ZLAC Rowing Club Cup,,6,Mt. Baker,07:29.2,,,,,,,,,
2023,130,,Womens Youth B ZLAC Rowing Club Cup,,7,Marina Aquatic Center,07:34.3,,,,,,,,,
2023,130,,Womens Youth B ZLAC Rowing Club Cup,,8,River City,07:38.3,,"Nordberg, M.",,,,,,,
2023,131,,Mens Youth B Jean Jessop Hervey Cup,,1,Marina Aquatic Center,06:33.6,,,,,,,,,
2023,131,,Mens Youth B Jean Jessop Hervey Cup,,2,Newport Sea Base Rowing,06:35.1,,,,,,,,,
2023,131,,Mens Youth B Jean Jessop Hervey Cup,,3,Norcal Crew,06:36.6,,"Root, L.",,,,,,,
2023,131,,Mens Youth B Jean Jessop Hervey Cup,,4,CCHS Crew,07:14.0,,,,,,,,,
