Year,Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
2022,25,,"Mens Masters 8+ H, I (70+)",,2,San Diego RC (H),09:10.1,,,,,,,,,,,
2022,26,,Womens Collegiate Varsity Jessop-Whittier Cup Invitational,,1,Texas Austin,06:43.8,,,,,,,,,,,
2022,26,,Womens Collegiate Varsity Jessop-Whittier Cup Invitational,,2,California,06:48.0,,,,,,,,,,,
2022,26,,Womens Collegiate Varsity Jessop-Whittier Cup Invitational,,3,Washington,06:56.6,,"Cossill, E.",,,,,,,,,
2022,26,,Womens Collegiate Varsity Jessop-Whittier Cup Invitational,,4,USC,06:59.0,,,,,,,,,,,
2022,26,,Womens Collegiate Varsity Jessop-Whittier Cup Invitational,,5,UCLA,07:07.1,,,,,,,,,,,
2022,27,,Womens Grace Rett Memorial Collegiate Varsity DII/III/Club,,1,UC Santa Barbara,07:42.0,,,,,,,,,,,
2022,27,,Womens Grace Rett Memorial Collegiate Varsity DII/III/Club,,2,Purdue,07:47.2,,,,,,,,,,,
2022,27,,Womens Grace Rett Memorial Collegiate Varsity DII/III/Club,,3,U of Calgary RC,08:10.9,,,,,,,,,,,
2022,27,,Womens Grace Rett Memorial Collegiate Varsity DII/III/Club,,4,Colorado,08:18.0,,,,,,,,,,,
2022,28,,Womens Collegiate Varsity UCSD Health Cal Cup,,1,San Diego,07:14.1,,,,,,,,,,,
2022,28,,Womens Collegiate Varsity UCSD Health Cal Cup,,2,Oklahoma,07:15.8,,,,,,,,,,,
2022,28,,Womens Collegiate Varsity UCSD Health Cal Cup,,3,UC San Diego,07:21.3,,,,,,,,,,,
2022,28,,Womens Collegiate Varsity UCSD Health Cal Cup,,4,Old Dominion,07:23.4,,"Carlisle, A.",,,,,,,,,
2022,28,,Womens Collegiate Varsity UCSD Health Cal Cup,,5,MIT (LTWT),07:26.0,,"Love, K.",,,,,,,,,
2022,28,,Womens Collegiate Varsity UCSD Health Cal Cup,,6,Bates,07:26.2,,,,,,,,,,,
2022,28,,Womens Collegiate Varsity UCSD Health Cal Cup,,7,Marist,07:31.7,,,,,,,,,,,
2022,29,,Womens Collegiate Varsity UCSD Health Cal Cup,,1,Stanford,06:55.7,,,,,,,,,,,
2022,29,,Womens Collegiate Varsity UCSD Health Cal Cup,,2,Gonzaga,06:58.8,,,,,,,,,,,
2022,29,,Womens Collegiate Varsity UCSD Health Cal Cup,,3,Sacramento St,07:12.4,,"YOUNG, H.",,,,,,,,,
2022,29,,Womens Collegiate Varsity UCSD Health Cal Cup,,4,MIT,07:20.3,,,,,,,,,,,
2022,29,,Womens Collegiate Varsity UCSD Health Cal Cup,,5,Loyola Marymount,07:25.6,,,,,,,,,,,
2022,29,,Womens Collegiate Varsity UCSD Health Cal Cup,,6,Portland,07:25.9,,,,,,,,,,,
2022,29,,Womens Collegiate Varsity UCSD Health Cal Cup,,7,SeattleU,07:42.5,,"Logan, C.",,,,,,,,,
2022,33,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,,1,USC,07:39.4,,,,,,,,,,,
2022,33,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,,2,Washington,07:49.5,,"McNamara-Smith, C.",,,,,,,,,
2022,33,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,,3,Oklahoma,08:05.7,,,,,,,,,,,
2022,33,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,,4,San Diego,08:12.4,,,,,,,,,,,
2022,33,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,,5,UC San Diego,08:33.2,,,,,,,,,,,
2022,33,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,,6,Old Dominion,08:39.5,,"Hoff, A.",,,,,,,,,
2022,33,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,,7,Portland,08:43.7,,,,,,,,,,,
2022,34,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,,1,Texas Austin,07:35.3,,,,,,,,,,,
2022,34,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,,2,California,07:41.9,,,,,,,,,,,
2022,34,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,,3,Gonzaga,08:03.7,,,,,,,,,,,
2022,34,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,,4,UCLA,08:09.1,,,,,,,,,,,
2022,34,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,,5,MIT,08:27.8,,,,,,,,,,,
2022,34,,Womens Collegiate Varsity 4+ Karen Plumleigh Cortney Cup,,6,Sacramento St,08:28.4,,"Nixon, B.",,,,,,,,,
2022,35,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,1,California,06:55.2,,,,,,,,,,,
2022,35,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,2,USC,06:55.7,,,,,,,,,,,
2022,35,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,3,UCLA,07:13.4,,,,,,,,,,,
2022,35,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,4,Oklahoma,07:19.8,,,,,,,,,,,
2022,35,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,5,San Diego,07:25.9,,,,,,,,,,,
2022,35,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,6,Sacramento St,07:27.9,,"Goddard, W.",,,,,,,,,
2022,35,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,7,Marist,07:37.9,,,,,,,,,,,
2022,35,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,8,Portland,07:39.4,,,,,,,,,,,
2022,36,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,1,Texas Austin,06:30.9,,,,,,,,,,,
2022,36,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,2,Washington,06:34.1,,"Bryant, M.",,,,,,,,,
2022,36,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,3,Stanford,06:48.0,,,,,,,,,,,
2022,36,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,4,Gonzaga,06:48.8,,,,,,,,,,,
2022,36,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,5,UC San Diego,06:59.8,,,,,,,,,,,
2022,36,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,6,Loyola Marymount,07:01.9,,,,,,,,,,,
2022,36,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,7,MIT,07:07.0,,,,,,,,,,,
2022,36,,Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy,,8,Bates,07:12.9,,,,,,,,,,,
2022,37,,Mens Collegiate 2V Sharp Memorial Cup,,1,Purdue,06:39.4,,,,,,,,,,,
2022,37,,Mens Collegiate 2V Sharp Memorial Cup,,2,Gonzaga,06:40.9,,,,,,,,,,,
2022,37,,Mens Collegiate 2V Sharp Memorial Cup,,3,San Diego,06:42.5,,,,,,,,,,,
2022,37,,Mens Collegiate 2V Sharp Memorial Cup,,4,MIT,06:44.0,,,,,,,,,,,
2022,37,,Mens Collegiate 2V Sharp Memorial Cup,,5,UCLA,06:56.2,,,,,,,,,,,
