Year,Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
2001,,,Women's Juniors Heat B,,2,Capital Crew,07:17.1,,,,,,,,,
2001,,,Women's Juniors Heat B,,2,Oakland Strokes,07:17.1,,,,,,,,,
2001,,,Women's Juniors Heat B,,3,Saint Andrew Rowing Club,07:18.1,,,,,,,,,
2001,,,Women's Juniors Heat B,,4,San Diego Juniors,07:19.5,,,,,,,,,
2001,,,Women's Juniors Heat B,,5,Pacific Roiwng Club,07:29.7,,,,,,,,,
2001,,,Women's Juniors Heat B,,6,Tempe Rowing Club,08:01.5,,,,,,,,,
2001,,,Women's Juniors Heat C,,1,Oregon Rowing Unlimited,07:04.7,,,,,,,,,
2001,,,Women's Juniors Heat C,,2,St. Ignatius College Prep,07:14.3,,,,,,,,,
2001,,,Women's Juniors Heat C,,3,Newport Aquatic Center,07:14.6,,,,,,,,,
2001,,,Women's Juniors Heat C,,4,Long Beach Rowing Association,07:19.3,,,,,,,,,
2001,,,Women's Juniors Heat C,,5,River City Rowing Club,07:19.5,,,,,,,,,
2001,,,Women's Juniors Heat C,,6,Marin Rowing Association,07:44.6,,,,,,,,,
2001,,,Men's Juniors Heat A,,1,Marin Rowing Association,06:19.9,,,,,,,,,
2001,,,Men's Juniors Heat A,,2,Abingdon School (U.K.),06:22.2,,,,,,,,,
2001,,,Men's Juniors Heat A,,3,Capital Crew,06:35.2,,,,,,,,,
2001,,,Men's Juniors Heat A,,4,Long Beach Juniors,06:36.9,,,,,,,,,
2001,,,Men's Juniors Heat A,,5,Cascade Rowing,06:39.7,,,,,,,,,
2001,,,Men's Juniors Heat A,,6,Newport Aquatic Center,06:45.4,,,,,,,,,
2001,,,Men's Juniors Heat B,,1,Oakland Strokes,06:23.1,,,,,,,,,
2001,,,Men's Juniors Heat B,,2,Berkeley High School,06:27.1,,,,,,,,,
2001,,,Men's Juniors Heat B,,3,St. Ignatius College Prep,06:33.5,,,,,,,,,
2001,,,Men's Juniors Heat B,,4,Pacific Rowing Club,06:35.5,,,,,,,,,
2001,,,Men's Juniors Heat B,,5,Serra/Notre Dame/Mercy,06:37.1,,,,,,,,,
2001,,,Men's Juniors Heat B,,6,River City Rowing Club,,,,,,,,,,
2001,,,Men's Juniors Heat C,,1,Victoria City Rowing Club (Can.),06:19.1,,,,,,,,,
2001,,,Men's Juniors Heat C,,2,Oregon Rowing Unlimited,06:20.6,,,,,,,,,
2001,,,Men's Juniors Heat C,,3,Los Gatos Rowing Club,06:21.8,,,,,,,,,
2001,,,Men's Juniors Heat C,,4,Oregon Association of Rowers,06:24.2,,,,,,,,,
2001,,,Men's Juniors Heat C,,5,Saint Andrew Rowing Club,06:26.6,,,,,,,,,
2001,,,Men's Juniors Heat C,,6,San Diego Juniors,06:30.0,,,,,,,,,
2001,,,Women's Club Heat A,,1,Lake Union Crew,07:06.6,,,,,,,,,
2001,,,Women's Club Heat A,,2,Portland Boat Club,07:15.0,,,,,,,,,
2001,,,Women's Club Heat A,,3,Cascade Rowing A,07:18.6,,,,,,,,,
2001,,,Women's Club Heat A,,4,Los Angeles Rowing Club,07:31.7,,,,,,,,,
2001,,,Women's Club Heat A,,5,Marin Rowing Association,07:35.5,,,,,,,,,
2001,,,Women's Club Heat A,,6,Interlochen Rowing Club,07:58.5,,,,,,,,,
2001,,,Women's Club Heat B,,1,Long Beach Rowing Association,07:06.1,,,,,,,,,
2001,,,Women's Club Heat B,,2,Martha's Moms,07:14.0,,,,,,,,,
2001,,,Women's Club Heat B,,3,Los Gatos Rowing Club,07:22.1,,,,,,,,,
2001,,,Women's Club Heat B,,4,Cascade Rowing B,07:25.4,,,,,,,,,
2001,,,Women's Club Heat B,,5,River City Rowing Club,07:28.0,,,,,,,,,
2001,,,Women's Club Heat B,,6,Lake Merritt Rowing Club,07:32.4,,,,,,,,,
2001,,,Women's Club Heat B,,7,Bair Island Aquatic Center,07:50.3,,,,,,,,,
2001,,,Men's Club Heat A,,1,Kent Mitchell Rowing Club,06:19.2,,,,,,,,,
2001,,,Men's Club Heat A,,2,San Diego Rowing Club,06:30.2,,,,,,,,,
2001,,,Men's Club Heat A,,3,Los Gatos Rowing Club,06:31.5,,,,,,,,,
2001,,,Men's Club Heat A,,4,Lake Natoma Rowing Association,06:50.7,,,,,,,,,
2001,,,Men's Club Heat A,,5,Ancient Mariners Rowing Club,06:56.5,,,,,,,,,
2001,,,Men's Club Heat B,,1,Long Beach Rowing Association,06:20.7,,,,,,,,,
2001,,,Men's Club Heat B,,2,Marin Rowing Association,06:25.7,,,,,,,,,
2001,,,Men's Club Heat B,,3,Rocky Mountain Rowing Club,06:28.3,,,,,,,,,
2001,,,Men's Club Heat B,,4,Austin Rowing Club,06:43.2,,,,,,,,,
2001,,,Men's Club Heat B,,5,Lake Merritt Rowing Club,06:57.3,,,,,,,,,
2001,,,Women's Open Petite Final,,1,University California San Diego A,07:16.4,,,,,,,,,
2001,,,Women's Open Petite Final,,2,University California Santa Barbara,07:22.6,,,,,,,,,
2001,,,Women's Open Petite Final,,3,University of Puget Sound,07:23.8,,,,,,,,,
2001,,,Women's Open Petite Final,,4,Loyola Marymount University,07:26.9,,,,,,,,,
2001,,,Women's Open Petite Final,,5,U.C. Davis Alumni,07:51.5,,,,,,,,,
2001,,,Men's Open Petite,,1,Low-Performance All Stars,06:12.0,,,,,,,,,
2001,,,Men's Open Petite,,2,Jedi Knights,06:14.1,,,,,,,,,
2001,,,Men's Open Petite,,3,Cal. State University Sacramento,06:23.5,,,,,,,,,
2001,,,Men's Open Petite,,4,University California Davis,06:30.9,,,,,,,,,
2001,,,Men's Open Petite,,5,University California San Diego B,06:36.2,,,,,,,,,
2001,,,Men's Open Petite,,6,University California San Diego A,06:36.5,,,,,,,,,
2001,,,Women's Junior JV Heat A,,1,Marin Rowing Association,07:19.8,,,,,,,,,
2001,,,Women's Junior JV Heat A,,2,Oregon Rowing Unlimited,07:24.9,,,,,,,,,
2001,,,Women's Junior JV Heat A,,3,Newport Aquatic Center,07:38.8,,,,,,,,,
2001,,,Women's Junior JV Heat A,,4,ZLAC Rowing Club,07:44.2,,,,,,,,,
2001,,,Women's Junior JV Heat A,,5,Capital Crew,07:48.5,,,,,,,,,
2001,,,Women's Junior JV Heat A,,6,Long Beach Junior Crew,08:01.4,,,,,,,,,
2001,,,Women's Junior JV Heat A,,7,San Diego Juniors,08:09.9,,,,,,,,,
2001,,,Women's Junior JV Heat B,,1,Victoria City Rowing Club (Can.),07:13.8,,,,,,,,,
2001,,,Women's Junior JV Heat B,,2,St. Ignatius College Prep,07:30.1,,,,,,,,,
2001,,,Women's Junior JV Heat B,,3,Oakland Strokes,07:33.1,,,,,,,,,
2001,,,Women's Junior JV Heat B,,4,Serra/Notre Dame/Mercy,07:34.1,,,,,,,,,
2001,,,Women's Junior JV Heat B,,5,Holy Names Academy,07:35.7,,,,,,,,,
2001,,,Women's Junior JV Heat B,,6,River City Rowing Club,07:48.9,,,,,,,,,
2001,,,Men's Junior JV Heat A,,1,Marin Rowing Association A,06:27.6,,,,,,,,,
2001,,,Men's Junior JV Heat A,,2,Victoria City Rowing Club (Can.),06:33.8,,,,,,,,,
2001,,,Men's Junior JV Heat A,,3,St. Ignatius College Prep,06:42.9,,,,,,,,,
2001,,,Men's Junior JV Heat A,,4,Berkeley High School ,06:44.0,,,,,,,,,
2001,,,Men's Junior JV Heat A,,5,Newport Aquatic Center,06:48.6,,,,,,,,,
2001,,,Men's Junior JV Heat A,,6,River City Rowing Club,07:01.0,,,,,,,,,
2001,,,Men's Junior JV Heat A,,7,Abingdon School (U.K.),07:03.6,,,,,,,,,
2001,,,Men's Junior JV Heat B,,1,Marin Rowing Association B,06:37.4,,,,,,,,,
2001,,,Men's Junior JV Heat B,,2,Abingdon School (U.K.) A,06:46.6,,,,,,,,,
2001,,,Men's Junior JV Heat B,,3,Oakland Strokes,06:47.2,,,,,,,,,
2001,,,Men's Junior JV Heat B,,4,Serra/Notre Dame/Mercy,06:55.0,,,,,,,,,
2001,,,Men's Junior JV Heat B,,5,Oregon Rowing Unlimited,06:55.4,,,,,,,,,
2001,,,Men's Junior JV Heat B,,6,Capital Crew,06:55.8,,,,,,,,,
2001,,,Men's Junior JV Heat B,,7,San Diego Juniors,06:56.1,,,,,,,,,
2001,,,Women's Collegiate Novice Petite,,1,Oregon State University,07:19.7,,,,,,,,,
2001,,,Women's Collegiate Novice Petite,,2,University California Irvine,07:23.0,,,,,,,,,
2001,,,Women's Collegiate Novice Petite,,3,San Diego State University,07:23.5,,,,,,,,,
2001,,,Women's Collegiate Novice Petite,,4,Cal. State University Sacramento,07:35.8,,,,,,,,,
2001,,,Women's Collegiate Novice Petite,,5,Orange Coast College,07:37.4,,,,,,,,,
2001,,,Women's Collegiate Novice Petite,,6,Kansas State University,07:51.0,,,,,,,,,
2001,,,Men's Collegiate Novice Petite,,1,Stanford University,06:38.9,,,,,,,,,
2001,,,Men's Collegiate Novice Petite,,2,University of Virginia,06:30.4,,,,,,,,,
2001,,,Men's Collegiate Novice Petite,,3,Cal. State University Long Beach,06:38.0,,,,,,,,,
2001,,,Men's Collegiate Novice Petite,,4,University California Davis,06:40.9,,,,,,,,,
2001,,,Men's Collegiate Novice Petite,,5,Chapman University,06:46.6,,,,,,,,,
2001,,,Men's Collegiate Novice Petite,,6,Cal. State University Sacramento,06:50.2,,,,,,,,,
2001,,,Women's Cal Cup Petite,,1,Southern Methodist University,07:02.3,,,,,,,,,
2001,,,Women's Cal Cup Petite,,2,University California Davis,07:04.8,,,,,,,,,
2001,,,Women's Cal Cup Petite,,3,Loyola Marymount University,07:10.2,,,,,,,,,
2001,,,Women's Cal Cup Petite,,4,Purdue University,07:10.9,,,,,,,,,
2001,,,Women's Cal Cup Petite,,5,Trinity College,07:12.2,,,,,,,,,
2001,,,Women's Cal Cup Petite,,6,University California Irvine,07:12.8,,,,,,,,,
2001,,,Men's Cal Cup Petite,,1,University of Puget Sound,06:20.4,,,,,,,,,
2001,,,Men's Cal Cup Petite,,2,University California San Diego,06:26.1,,,,,,,,,
2001,,,Men's Cal Cup Petite,,3,University California Irvine,06:28.1,,,,,,,,,
2001,,,Men's Cal Cup Petite,,4,Santa Clara University,06:28.4,,,,,,,,,
2001,,,Men's Cal Cup Petite,,5,Loyola Marymount University,06:29.1,,,,,,,,,
2001,,,Men's Cal Cup Petite,,6,University California Los Angeles,06:40.8,,,,,,,,,
2001,,Subaru Masters Series,Men's Masters F+ Final,,1,Long Beach Rowing Association,07:00.1,Mark Mason,Boris Beljack,Brian Belasie,Carlos Frega,Peter Rasmussen,Ted Rakas,John Nunn,Norbert Hlobil,John Van Blom
2001,,Subaru Masters Series,Men's Masters F+ Final,,2,Kent Mitchell Rowing Club,07:01.7,,,,,,,,,
2001,,Subaru Masters Series,Men's Masters F+ Final,,3,Marin Rowing Association,07:16.3,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters D+ Final,,1,Portland Boat Club,07:45.3,Rod Warner,Aniti Bigelow,Maryann McCormick,Ana Kammann,Sue Seyl,Evelyn Hamann,Marie Magelstein,Susan Kinne,Jackie Major
2001,,Subaru Masters Series,Women's Masters D+ Final,,2,Rocky Mountain Rowing Club,07:55.0,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters D+ Final,,3,Martha's Moms,07:58.0,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters D+ Final,,4,ZLAC Rowing Club,08:10.2,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters D+ Final,,5,Lake Union Crew,08:17.1,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters D+ Final,,6,Los Gatos Rowing Club,08:20.0,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters D+ Final,,7,Interlochen Rowing Club,08:43.3,,,,,,,,,
2001,,Subaru Masters Series,Men's Masters D Final,,1,California Yacht Club,06:44.4,Heni Ilyes,Craig Underwood,Dave Van Dillen,Eric Loberg,Bill Cabeen,Steve Hathaway,Morgan Butler,Pat Cotter,Craig Leeds
2001,,Subaru Masters Series,Men's Masters D Final,,2,Pocock Rowing Center,06:55.6,,,,,,,,,
2001,,Subaru Masters Series,Men's Masters D Final,,3,Los Gatos Rowing Club,07:11.3,,,,,,,,,
2001,,Subaru Masters Series,Men's Masters D Final,,4,San Diego Rowing Club,07:26.7,,,,,,,,,
2001,,Subaru Masters Series,Men's Masters D Final,,5,Lake Merritt Rowing Club,07:36.2,,,,,,,,,
2001,,Subaru Masters Series,Men's Masters E Final,,1,Rocky Mountain Rowing Club,07:19.8,Dean Flanigan,Mark Brunner,Pat McKeon,Hans Worster,Mike Shontrom,Ivo Plachy,Donald Flanigan,Bob Conn,Randall Case
2001,,Subaru Masters Series,Men's Masters E Final,,2,Ancient Mariners Rowing Club,07:22.4,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters C Final,,1,Beach Badgers,07:30.1,Hal Mendez,Helen Frykman,Tia Fisher,Mary Perrot,Racel Alexander,Barbara  Connolly,Cane Graves,Ute Wagner,Joan Van Blom
2001,,Subaru Masters Series,Women's Masters C Final,,2,Cal Alumni,07:53.1,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters C Final,,3,Los Gatos Rowing Club,07:58.0,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters C Final,,4,Cascade Rowing,07:58.5,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters C Final,,5,Marin Rowing Association,08:10.1,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters C Final,,6,Lake Natoma Rowing Association,08:32.9,,,,,,,,,
2001,,,Women's JV Petite,,1,California,07:03.1,,,,,,,,,
2001,,,Women's JV Petite,,2,University of Notre Dame,07:09.7,,,,,,,,,
2001,,,Women's JV Petite,,3,University of Texas,07:16.0,,,,,,,,,
2001,,,Women's JV Petite,,4,Duke University,07:21.8,,,,,,,,,
2001,,,Women's JV Petite,,5,University of Tulsa,07:25.2,,,,,,,,,
2001,,,Women's JV Petite,,6,Stanford University,07:25.6,,,,,,,,,
2001,,,Men's JV Petite,,1,University California Davis,06:42.2,,,,,,,,,
2001,,,Men's JV Petite,,2,San Diego State University,06:47.5,,,,,,,,,
2001,,,Men's JV Petite,,3,University California San Diego,07:08.3,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters B Final,,1,Lake Union Crew,07:30.9,Tricia Burgess,Amy Berner-Hays,Lisa Horton,Kathleen Speers,Julie Hackworth,Leslie Mittendorf,Shelly Heuer,Ann Wunhderlin,Teri Smith
2001,,Subaru Masters Series,Women's Masters B Final,,2,Portland Boat Club,07:45.1,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters B Final,,3,Long Beach Rowing Association,07:48.8,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters B Final,,4,River City Rowing Club A,07:56.4,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters B Final,,5,Los Angeles Rowing Club,08:00.3,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters B Final,,6,River City Rowing Club B,08:12.9,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters B Final,,7,Boulder Community Rowing,08:39.5,,,,,,,,,
2001,,Subaru Masters Series,Men's Master B Final,,1,Kent Mitchell Rowing Club,06:36.3,Kent Mitchell,Sean Hall,Skip Spiering,Warner Bowner,Chris Swan,Rob Sheperd,Mike Still,Chip McKibbon,Jeff Jlupacki
2001,,Subaru Masters Series,Men's Master B Final,,2,San Diego Rowing Club,06:41.1,,,,,,,,,
2001,,Subaru Masters Series,Men's Master B Final,,3,Austin Rowing Club,07:03.4,,,,,,,,,
2001,,Subaru Masters Series,Men's Master B Final,,4,Fat Turtles,07:23.9,,,,,,,,,
2001,,Subaru Masters Series,Men's Master B Final,,5,Los Angeles Rowing Club,07:25.2,,,,,,,,,
2001,,Subaru Masters Series,Men's Master B Final,,6,River City Rowing Club,07:33.8,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters A Final,,1,Cascade Rowing,07:41.5,Terri Sullivan,Ilse Johannesen,Meghann Barry,Karen Sommer,Jennifer Olup,Megan Yount,Margaret Christopher,Wilma Comenat,Jessica Lowe
2001,,Subaru Masters Series,Women's Masters A Final,,2,Lake Union Crew,07:44.9,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters A Final,,3,Mission Bay Rowing Association,08:02.1,,,,,,,,,
2001,,Subaru Masters Series,Women's Masters A Final,,4,Interlochen Rowing Club,08:12.2,,,,,,,,,
