Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
1,American Specialty Health Cup,Mens Cal Cup,A,1,Lehigh,6:09.27,,,,,,,,,,,
1,American Specialty Health Cup,Mens Cal Cup,A,2,Orange Coast,6:10.93,,,,,,,,,,,
1,American Specialty Health Cup,Mens Cal Cup,A,3,Loyola,6:12.88,,,,,,,,,,,
1,American Specialty Health Cup,Mens Cal Cup,A,4,Long Beach St,6:15.36,,,,,,,,,,,
1,American Specialty Health Cup,Mens Cal Cup,A,5,UCSB,6:22.33,,,,,,,,,,,
1,American Specialty Health Cup,Mens Cal Cup,A,6,Cal L/W,6:25.40,,,,,,,,,,,
1,American Specialty Health Cup,Mens Cal Cup,A,7,Santa Clara,6:26.51,,,,,,,,,,,
2,American Specialty Health Cup,Mens Cal Cup,B,1,UCLA,6:04.40,,,,,,,,,,,
2,American Specialty Health Cup,Mens Cal Cup,B,2,UC Davis,6:08.43,,,,,,,,,,,
2,American Specialty Health Cup,Mens Cal Cup,B,3,Notre Dame,6:11.06,,,,,,,,,,,
2,American Specialty Health Cup,Mens Cal Cup,B,4,USD,6:11.77,,,,,,,,,,,
2,American Specialty Health Cup,Mens Cal Cup,B,5,Texas,6:15.22,,,,,,,,,,,
2,American Specialty Health Cup,Mens Cal Cup,B,6,Sonoma St,6:23.84,,,,,,,,,,,
2,American Specialty Health Cup,Mens Cal Cup,B,7,SDSU,6:33.69,,,,,,,,,,,
3,American Specialty Health Cup,Mens Cal Cup,C,1,UCSD,6:05.50,,,,,,,,,,,
3,American Specialty Health Cup,Mens Cal Cup,C,2,Minnesota,6:14.93,,,,,,,,,,,
3,American Specialty Health Cup,Mens Cal Cup,C,3,USC,6:16.38,,,,,,,,,,,
3,American Specialty Health Cup,Mens Cal Cup,C,4,Sac State,6:16.91,,,,,,,,,,,
3,American Specialty Health Cup,Mens Cal Cup,C,5,UC Irvine,6:18.44,,,,,,,,,,,
3,American Specialty Health Cup,Mens Cal Cup,C,6,Wash St,6:18.97,,,,,,,,,,,
3,American Specialty Health Cup,Mens Cal Cup,C,6,Wash St,6:18.97,,,,,,,,,,,
4,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,A,1,St Marys,7:05.88,,,,,,,,,,,
4,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,A,2,St Josephs,7:07.70,,,,,,,,,,,
4,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,A,3,Villanova,7:17.20,,,,,,,,,,,
4,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,A,4,UCSB,7:22.68,,,,,,,,,,,
4,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,A,5,Sonoma St,7:35.46,,,,,,,,,,,
4,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,A,6,Arizona St,7:39.63,,,,,,,,,,,
4,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,A,6,Arizona St,7:39.63,,,,,,,,,,,
5,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,B,1,SUNY Buffalo,7:05.89,,,,,,,,,,,
5,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,B,2,Temple,7:13.11,,,,,,,,,,,
5,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,B,3,Santa Clara,7:13.94,,,,,,,,,,,
5,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,B,4,USD,7:18.66,,,,,,,,,,,
5,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,B,5,UC Irvine,7:21.65,,,,,,,,,,,
5,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,B,5,UC Irvine,7:21.65,,,,,,,,,,,
5,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,B,5,UC Irvine,7:21.65,,,,,,,,,,,
6,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,C,1,UC Davis,6:55.40,,,,,,,,,,,
6,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,C,2,Kansas St,6:59.00,,,,,,,,,,,
6,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,C,3,Lehigh,7:14.04,,,,,,,,,,,
6,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,C,4,West Virginia,7:19.88,,,,,,,,,,,
6,Sam Adams/Mesa Distributing Cup,Womens Cal Cup,C,5,Chapman,7:35.99,,,,,,,,,,,
