Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
5,,Womens Collegiate Varsity Cal Cup,B,3,SDSU,7:11.59,,,,,,,,,,,
5,,Womens Collegiate Varsity Cal Cup,B,4,Loyola,7:23.69,,,,,,,,,,,
5,,Womens Collegiate Varsity Cal Cup,B,5,Cal LW,7:31.37,,,,,,,,,,,
5,,Womens Collegiate Varsity Cal Cup,B,6,Santa Clara,7:35.60,,,,,,,,,,,
5,,Womens Collegiate Varsity Cal Cup,B,,,,,,,,,,,,,,
6,,Womens Collegiate Varsity Cal Cup,C,1,St. Joseph's,6:58.07,,,,,,,,,,,
6,,Womens Collegiate Varsity Cal Cup,C,2,St. Mary's,7:03.67,,,,,,,,,,,
6,,Womens Collegiate Varsity Cal Cup,C,3,Purdue,7:06.22,,,,,,,,,,,
6,,Womens Collegiate Varsity Cal Cup,C,4,Temple,7:11.42,,,,,,,,,,,
6,,Womens Collegiate Varsity Cal Cup,C,5,Drexel,7:13.74,,,,,,,,,,,
6,,Womens Collegiate Varsity Cal Cup,C,6,Sonoma,7:58.74,,,,,,,,,,,
6,,Womens Collegiate Varsity Cal Cup,C,,,,,,,,,,,,,,
7,,Mens Collegiate Varsity Invitational,A,1,Wash,5:51.65,,,,,,,,,,,
7,,Mens Collegiate Varsity Invitational,A,2,Harvard,5:54.84,,,,,,,,,,,
7,,Mens Collegiate Varsity Invitational,A,3,Brown,5:55.28,,,,,,,,,,,
7,,Mens Collegiate Varsity Invitational,A,4,Syracuse,5:58.52,,,,,,,,,,,
7,,Mens Collegiate Varsity Invitational,A,5,OSU,6:12.60,,,,,,,,,,,
7,,Mens Collegiate Varsity Invitational,A,6,Purdue,6:17.67,,,,,,,,,,,
7,,Mens Collegiate Varsity Invitational,A,,,,,,,,,,,,,,
8,,Mens Collegiate Varsity Invitational,B,1,Stanford,5:50.09,,,,,,,,,,,
8,,Mens Collegiate Varsity Invitational,B,2,Cal,5:52.89,,,,,,,,,,,
8,,Mens Collegiate Varsity Invitational,B,3,Princeton,6:01.62,,,,,,,,,,,
8,,Mens Collegiate Varsity Invitational,B,4,Yale,6:03.16,,,,,,,,,,,
8,,Mens Collegiate Varsity Invitational,B,5,Michigan,6:03.91,,,,,,,,,,,
8,,Mens Collegiate Varsity Invitational,B,,,,,,,,,,,,,,
8,,Mens Collegiate Varsity Invitational,B,,,,,,,,,,,,,,
9,,Womens Collegiate Varsity Invitational,A,1,Michigan,6:37.76,,,,,,,,,,,
9,,Womens Collegiate Varsity Invitational,A,2,Wash,6:40.62,,,,,,,,,,,
9,,Womens Collegiate Varsity Invitational,A,3,OSU,6:42.31,,,,,,,,,,,
9,,Womens Collegiate Varsity Invitational,A,4,Iowa,6:45.01,,,,,,,,,,,
9,,Womens Collegiate Varsity Invitational,A,5,Notre Dame,6:51.07,,,,,,,,,,,
9,,Womens Collegiate Varsity Invitational,A,6,UCD,7:01.30,,,,,,,,,,,
9,,Womens Collegiate Varsity Invitational,A,,,,,,,,,,,,,,
10,,Womens Collegiate Varsity Invitational,B,1,USC,6:40.11,,,,,,,,,,,
10,,Womens Collegiate Varsity Invitational,B,2,Wisco,6:41.99,,,,,,,,,,,
10,,Womens Collegiate Varsity Invitational,B,3,WSU,6:44.14,,,,,,,,,,,
10,,Womens Collegiate Varsity Invitational,B,4,UCLA,6:45.78,,,,,,,,,,,
10,,Womens Collegiate Varsity Invitational,B,5,Miami,6:58.88,,,,,,,,,,,
10,,Womens Collegiate Varsity Invitational,B,,,,,,,,,,,,,,
10,,Womens Collegiate Varsity Invitational,B,,,,,,,,,,,,,,
11,,Mens Collegiate Novice,A,1,Stanford,6:17.28,,,,,,,,,,,
11,,Mens Collegiate Novice,A,2,UBC,6:25.69,,,,,,,,,,,
11,,Mens Collegiate Novice,A,3,Michigan,6:26.93,,,,,,,,,,,
11,,Mens Collegiate Novice,A,4,USD,6:36.81,,,,,,,,,,,
11,,Mens Collegiate Novice,A,5,UCLA,6:42.35,,,,,,,,,,,
11,,Mens Collegiate Novice,A,6,UCI,6:46.80,,,,,,,,,,,
11,,Mens Collegiate Novice,A,7,CSULB,7:05.16,,,,,,,,,,,
12,,Mens Collegiate Novice,B,1,Cal,6:14.10,,,,,,,,,,,
12,,Mens Collegiate Novice,B,2,OSU,6:31.39,,,,,,,,,,,
12,,Mens Collegiate Novice,B,3,UCSB,6:41.15,,,,,,,,,,,
12,,Mens Collegiate Novice,B,4,UCD,6:47.15,,,,,,,,,,,
12,,Mens Collegiate Novice,B,5,USC,6:48.19,,,,,,,,,,,
12,,Mens Collegiate Novice,B,6,ASU,6:56.95,,,,,,,,,,,
12,,Mens Collegiate Novice,B,7,Santa Clara,7:07.39,,,,,,,,,,,
13,,Mens Collegiate Novice,C,1,Wash,6:08.60,,,,,,,,,,,
13,,Mens Collegiate Novice,C,2,OCC,6:26.18,,,,,,,,,,,
13,,Mens Collegiate Novice,C,3,UCSD,6:32.19,,,,,,,,,,,
13,,Mens Collegiate Novice,C,4,WSU,6:33.67,,,,,,,,,,,
13,,Mens Collegiate Novice,C,5,Notre Dame,6:37.90,,,,,,,,,,,
13,,Mens Collegiate Novice,C,6,Loyola,7:07.07,,,,,,,,,,,
13,,Mens Collegiate Novice,C,7,UOP,7:46.07,,,,,,,,,,,
14,,Womens Collegiate JV,A,1,USC,6:59.10,,,,,,,,,,,
14,,Womens Collegiate JV,A,2,Michigan,7:01.71,,,,,,,,,,,
14,,Womens Collegiate JV,A,3,Miami,7:16.92,,,,,,,,,,,
14,,Womens Collegiate JV,A,4,Sac State,7:18.69,,,,,,,,,,,
14,,Womens Collegiate JV,A,5,KSU,7:37.43,,,,,,,,,,,
14,,Womens Collegiate JV,A,,,,,,,,,,,,,,
14,,Womens Collegiate JV,A,,,,,,,,,,,,,,
15,,Womens Collegiate JV,B,1,Wash,6:56.9,,,,,,,,,,,
15,,Womens Collegiate JV,B,2,Notre Dame,7:06.49,,,,,,,,,,,
15,,Womens Collegiate JV,B,3,Iowa,7:11.17,,,,,,,,,,,
15,,Womens Collegiate JV,B,4,UCLA,7:15.49,,,,,,,,,,,
15,,Womens Collegiate JV,B,5,St. Mary's,7:47.17,,,,,,,,,,,
15,,Womens Collegiate JV,B,,,,,,,,,,,,,,
15,,Womens Collegiate JV,B,,,,,,,,,,,,,,
16,,Womens Collegiate JV,C,1,Wisco,6:59.08,,,,,,,,,,,
16,,Womens Collegiate JV,C,2,OSU,7:00.89,,,,,,,,,,,
16,,Womens Collegiate JV,C,3,WSU,7:03.03,,,,,,,,,,,
16,,Womens Collegiate JV,C,4,SDSU,7:18.00,,,,,,,,,,,
16,,Womens Collegiate JV,C,5,USD,7:24.41,,,,,,,,,,,
16,,Womens Collegiate JV,C,6,Loyola,7:34.55,,,,,,,,,,,
16,,Womens Collegiate JV,C,,,,,,,,,,,,,,
17,,Mens Collegiate JV,A,1,Cal,6:00.20,,,,,,,,,,,
17,,Mens Collegiate JV,A,2,Stanford,6:23.32,,,,,,,,,,,
17,,Mens Collegiate JV,A,3,Notre Dame,6:33.46,,,,,,,,,,,
17,,Mens Collegiate JV,A,4,UCSD A,6:35.53,,,,,,,,,,,
17,,Mens Collegiate JV,A,5,UCD,6:41.77,,,,,,,,,,,
17,,Mens Collegiate JV,A,6,UCSD B,7:10.66,,,,,,,,,,,
17,,Mens Collegiate JV,A,,,,,,,,,,,,,,
18,,Mens Collegiate JV,B,1,Wash,6:08.62,,,,,,,,,,,
18,,Mens Collegiate JV,B,2,Harvard,6:17.39,,,,,,,,,,,
18,,Mens Collegiate JV,B,3,UCI,6:44.21,,,,,,,,,,,
18,,Mens Collegiate JV,B,4,UCLA,6:50.98,,,,,,,,,,,
18,,Mens Collegiate JV,B,5,Santa Clara,6:51.72,,,,,,,,,,,
18,,Mens Collegiate JV,B,6,Colorado,6:54.02,,,,,,,,,,,
18,,Mens Collegiate JV,B,,,,,,,,,,,,,,
19,,Womens Collegiate Novice,A,1,OSU,7:13.32,,,,,,,,,,,
19,,Womens Collegiate Novice,A,2,USC,7:31.39,,,,,,,,,,,
19,,Womens Collegiate Novice,A,3,KSU,7:36.29,,,,,,,,,,,
19,,Womens Collegiate Novice,A,4,UCSB,7:49.32,,,,,,,,,,,
19,,Womens Collegiate Novice,A,5,UCI,8:07.48,,,,,,,,,,,
19,,Womens Collegiate Novice,A,6,Miami,8:16.36,,,,,,,,,,,
19,,Womens Collegiate Novice,A,7,Sonoma,8:45.13,,,,,,,,,,,
20,,Womens Collegiate Novice,B,1,Wash,7:08.18,,,,,,,,,,,
20,,Womens Collegiate Novice,B,2,Oklahoma,7:27.51,,,,,,,,,,,
20,,Womens Collegiate Novice,B,3,UCD,7:29.28,,,,,,,,,,,
20,,Womens Collegiate Novice,B,4,Minnesota,7:39.16,,,,,,,,,,,
20,,Womens Collegiate Novice,B,5,Santa Clara,7:54.68,,,,,,,,,,,
20,,Womens Collegiate Novice,B,6,Colorado,8:06.51,,,,,,,,,,,
20,,Womens Collegiate Novice,B,7,UCSD,8:08.26,,,,,,,,,,,
21,,Womens Collegiate Novice,C,1,WSU,7:19.45,,,,,,,,,,,
21,,Womens Collegiate Novice,C,2,UCLA,7:22.00,,,,,,,,,,,
21,,Womens Collegiate Novice,C,3,Sac State,7:32.17,,,,,,,,,,,
21,,Womens Collegiate Novice,C,4,SDSU,7:32.76,,,,,,,,,,,
21,,Womens Collegiate Novice,C,5,USD,7:50.21,,,,,,,,,,,
21,,Womens Collegiate Novice,C,6,CSULB,8:15.58,,,,,,,,,,,
21,,Womens Collegiate Novice,C,7,UOP,8:33.25,,,,,,,,,,,
22,,Mens Junior,A,1,Newport AC,6:23.50,,,,,,,,,,,
22,,Mens Junior,A,2,Everett,6:33.40,,,,,,,,,,,
22,,Mens Junior,A,3,Los Gatos,6:36.19,,,,,,,,,,,
22,,Mens Junior,A,4,River City,6:42.48,,,,,,,,,,,
22,,Mens Junior,A,5,OKCR,6:58.06,,,,,,,,,,,
22,,Mens Junior,A,6,Deep Water,7:27.38,,,,,,,,,,,
22,,Mens Junior,A,,,,,,,,,,,,,,
23,,Mens Junior,B,1,Capital,6:28.79,,,,,,,,,,,
23,,Mens Junior,B,2,St. Ignatius,6:33.56,,,,,,,,,,,
23,,Mens Junior,B,3,SDRC,6:41.47,,,,,,,,,,,
23,,Mens Junior,B,4,LB Jrs,6:50.12,,,,,,,,,,,
23,,Mens Junior,B,5,Tempe Jr.,7:10.21,,,,,,,,,,,
23,,Mens Junior,B,,,,,,,,,,,,,,
23,,Mens Junior,B,,,,,,,,,,,,,,
24,,Mens Junior,C,1,Marin,6:33.47,,,,,,,,,,,
24,,Mens Junior,C,2,Rose City,6:35.70,,,,,,,,,,,
24,,Mens Junior,C,3,Marina AC,6:38.04,,,,,,,,,,,
24,,Mens Junior,C,4,Oak Strokes,6:40.72,,,,,,,,,,,
24,,Mens Junior,C,5,Tempe Town,6:57.14,,,,,,,,,,,
24,,Mens Junior,C,,,,,,,,,,,,,,
24,,Mens Junior,C,,,,,,,,,,,,,,
25,,Womens Junior,A,1,Marin,7:07.90,,,,,,,,,,,
25,,Womens Junior,A,2,"Maritime, CT",7:18.52,,,,,,,,,,,
25,,Womens Junior,A,3,Newport AC,7:26.62,,,,,,,,,,,
25,,Womens Junior,A,4,SDRC,7:35.35,,,,,,,,,,,
25,,Womens Junior,A,5,River City,7:45.06,,,,,,,,,,,
25,,Womens Junior,A,6,OKCR,7:59.93,,,,,,,,,,,
25,,Womens Junior,A,,,,,,,,,,,,,,
26,,Womens Junior,B,1,St. Ignatius,7:09.2,,,,,,,,,,,
26,,Womens Junior,B,2,Los Gatos,7:13.89,,,,,,,,,,,
26,,Womens Junior,B,3,Capital,7:17.57,,,,,,,,,,,
26,,Womens Junior,B,4,Rose City,7:31.79,,,,,,,,,,,
26,,Womens Junior,B,5,Xavier,7:38.28,,,,,,,,,,,
26,,Womens Junior,B,6,Deep Water,7:51.08,,,,,,,,,,,
26,,Womens Junior,B,,,,,,,,,,,,,,
27,,Womens Junior,C,1,Marina AC,7:17.1,,,,,,,,,,,
27,,Womens Junior,C,2,Oak Strokes,7:20.45,,,,,,,,,,,
27,,Womens Junior,C,3,LB Jrs,7:31.33,,,,,,,,,,,
27,,Womens Junior,C,4,Holy Names,7:33.97,,,,,,,,,,,
27,,Womens Junior,C,5,ZLAC,7:51.65,,,,,,,,,,,
27,,Womens Junior,C,,,,,,,,,,,,,,
27,,Womens Junior,C,,,,,,,,,,,,,,
28,1230,Mens Masters E,Final,1,Kent Mitchell,7:03.40,,,,,,,,,,,
28,1230,Mens Masters E,Final,2,Cambridge,7:06.74,,,,,,,,,,,
28,1230,Mens Masters E,Final,3,SDRC,7:09.37,,,,,,,,,,,
28,1230,Mens Masters E,Final,4,Willamette,7:10.65,,,,,,,,,,,
28,1230,Mens Masters E,Final,5,Marin,7:27.26,,,,,,,,,,,
28,1230,Mens Masters E,Final,,,,,,,,,,,,,,
28,1230,Mens Masters E,Final,,,,,,,,,,,,,,
29,1240,Womens Masters E,Final,1,Portland,7:54.1,,,,,,,,,,,
29,1240,Womens Masters E,Final,2,NBRC,8:01.10,,,,,,,,,,,
29,1240,Womens Masters E,Final,3,ZLAC,8:48.26,,,,,,,,,,,
29,1240,Womens Masters E,Final,4,Ashland,8:54.15,,,,,,,,,,,
29,1240,Womens Masters E,Final,5,Avalon,8:58.20,,,,,,,,,,,
29,1240,Womens Masters E,Final,,,,,,,,,,,,,,
29,1240,Womens Masters E,Final,,,,,,,,,,,,,,
30,1250,Mens Masters F*,Final,1,Marin,7:53.6,,,,,,,,,,,
30,1250,Mens Masters F*,Final,2,Pocock,7:55.25,,,,,,,,,,,
30,1250,Mens Masters F*,Final,3,LBRA,7:56.99,,,,,,,,,,,
30,1250,Mens Masters F*,Final,4,SDRC,7:58.49,,,,,,,,,,,
30,1250,Mens Masters F*,Final,5,Compote,8:15.64,,,,,,,,,,,
30,1250,Mens Masters F*,Final,6,Rocky Mtn.,8:22.96,,,,,,,,,,,
30,1250,Mens Masters F*,Final,,,,,,,,,,,,,,
31,1300,Womens Masters F*,Final,1,SDRC,8:12.3,,,,,,,,,,,
31,1300,Womens Masters F*,Final,2,Los Gatos,8:39.51,,,,,,,,,,,
31,1300,Womens Masters F*,Final,3,Avalon,8:45.17,,,,,,,,,,,
31,1300,Womens Masters F*,Final,,,,,,,,,,,,,,
31,1300,Womens Masters F*,Final,,,,,,,,,,,,,,
31,1300,Womens Masters F*,Final,,,,,,,,,,,,,,
31,1300,Womens Masters F*,Final,,,,,,,,,,,,,,
32,,Womens Open,A,1,USC,7:12.9,,,,,,,,,,,
32,,Womens Open,A,2,UCI,7:35.37,,,,,,,,,,,
32,,Womens Open,A,3,LARC,7:44.15,,,,,,,,,,,
32,,Womens Open,A,4,UCSD,8:10.50,,,,,,,,,,,
32,,Womens Open,A,5,SCU Alumni,8:22.12,,,,,,,,,,,
32,,Womens Open,A,6,UCD Alum B,8:26.19,,,,,,,,,,,
32,,Womens Open,A,,,,,,,,,,,,,,
33,,Womens Open,B,1,USC Alumni,7:24.6,,,,,,,,,,,
33,,Womens Open,B,2,UCSB,7:31.59,,,,,,,,,,,
33,,Womens Open,B,3,Marina AC,7:38.05,,,,,,,,,,,
33,,Womens Open,B,4,SDSU Alumni,7:43.79,,,,,,,,,,,
33,,Womens Open,B,5,UCD Alum A,7:44.81,,,,,,,,,,,
33,,Womens Open,B,6,Bair Island,7:49.92,,,,,,,,,,,
33,,Womens Open,B,,,,,,,,,,,,,,
34,,Womens Open,C,1,OCC,7:34.8,,,,,,,,,,,
34,,Womens Open,C,2,Lake Union,7:40.06,,,,,,,,,,,
34,,Womens Open,C,3,STMA,7:49.95,,,,,,,,,,,
34,,Womens Open,C,4,UCSD Alumni,8:09.28,,,,,,,,,,,
34,,Womens Open,C,5,UCI,8:25.09,,,,,,,,,,,
34,,Womens Open,C,,,,,,,,,,,,,,
34,,Womens Open,C,,,,,,,,,,,,,,
35,,Mens Open,A,1,Cal,6:10.2,,,,,,,,,,,
35,,Mens Open,A,2,OSU,6:36.38,,,,,,,,,,,
35,,Mens Open,A,3,OCC,6:42.73,,,,,,,,,,,
35,,Mens Open,A,4,UCSD Alumni,6:54.11,,,,,,,,,,,
35,,Mens Open,A,5,Crew Run,7:02.68,,,,,,,,,,,
35,,Mens Open,A,6,UCSB,7:11.28,,,,,,,,,,,
35,,Mens Open,A,7,USD Alumni,7:19.05,,,,,,,,,,,
36,,Mens Open,B,1,Ltl Knights,6:18.7,,,,,,,,,,,
36,,Mens Open,B,2,M Rowing,6:29.84,,,,,,,,,,,
36,,Mens Open,B,3,USD,6:31.89,,,,,,,,,,,
36,,Mens Open,B,4,UCD,6:36.74,,,,,,,,,,,
36,,Mens Open,B,5,Notre Dame,6:40.30,,,,,,,,,,,
36,,Mens Open,B,6,Bushwood,6:40.98,,,,,,,,,,,
36,,Mens Open,B,7,Beekley,7:01.44,,,,,,,,,,,
37,,Mens Junior JV,A,1,Newport AC,6:31.8,,,,,,,,,,,
37,,Mens Junior JV,A,2,St. Ignatius,6:35.87,,,,,,,,,,,
37,,Mens Junior JV,A,3,Oak Strokes,6:42.79,,,,,,,,,,,
37,,Mens Junior JV,A,4,Marina AC,6:48.50,,,,,,,,,,,
37,,Mens Junior JV,A,5,SDRC B,7:15.85,,,,,,,,,,,
37,,Mens Junior JV,A,,,,,,,,,,,,,,
37,,Mens Junior JV,A,,,,,,,,,,,,,,
38,,Mens Junior JV,B,1,Los Gatos,6:23.4,,,,,,,,,,,
38,,Mens Junior JV,B,2,Capital,6:28.87,,,,,,,,,,,
38,,Mens Junior JV,B,3,Everett,6:29.84,,,,,,,,,,,
38,,Mens Junior JV,B,4,Marin,6:34.33,,,,,,,,,,,
38,,Mens Junior JV,B,5,Rose City,6:51.60,,,,,,,,,,,
38,,Mens Junior JV,B,6,SDRC A,6:54.46,,,,,,,,,,,
38,,Mens Junior JV,B,,,,,,,,,,,,,,
39,,Womens Junior JV,A,1,Marin,7:13.10,,,,,,,,,,,
39,,Womens Junior JV,A,2,St. Ignatius,7:18.62,,,,,,,,,,,
39,,Womens Junior JV,A,3,Oak Strokes,7:20.80,,,,,,,,,,,
39,,Womens Junior JV,A,4,Holy Names,7:31.62,,,,,,,,,,,
39,,Womens Junior JV,A,5,SDRC,7:41.93,,,,,,,,,,,
39,,Womens Junior JV,A,6,Xavier,7:43.52,,,,,,,,,,,
39,,Womens Junior JV,A,,,,,,,,,,,,,,
40,,Womens Junior JV,B,1,Los Gatos,7:14.8,,,,,,,,,,,
40,,Womens Junior JV,B,2,Marina AC,7:19.27,,,,,,,,,,,
40,,Womens Junior JV,B,3,Newport AC,7:20.19,,,,,,,,,,,
40,,Womens Junior JV,B,4,Rose City,7:30.09,,,,,,,,,,,
40,,Womens Junior JV,B,5,ZLAC,7:35.51,,,,,,,,,,,
40,,Womens Junior JV,B,6,LB Jrs,7:39.50,,,,,,,,,,,
40,,Womens Junior JV,B,,,,,,,,,,,,,,
41,,Mens Collegiate Varsity Cal Cup,3RD,1,UCI,6:17.9,,,,,,,,,,,
41,,Mens Collegiate Varsity Cal Cup,3RD,2,Sonoma,6:20.29,,,,,,,,,,,
41,,Mens Collegiate Varsity Cal Cup,3RD,3,Drexel,6:21.62,,,,,,,,,,,
41,,Mens Collegiate Varsity Cal Cup,3RD,4,USC,6:25.87,,,,,,,,,,,
41,,Mens Collegiate Varsity Cal Cup,3RD,5,WSU,6:28.91,,,,,,,,,,,
41,,Mens Collegiate Varsity Cal Cup,3RD,6,CSULB,6:56.18,,,,,,,,,,,
41,,Mens Collegiate Varsity Cal Cup,3RD,,,,,,,,,,,,,,
42,,Womens Collegiate Varsity Cal Cup,3RD,1,Drexel,7:06.9,,,,,,,,,,,
42,,Womens Collegiate Varsity Cal Cup,3RD,2,Cal LW,7:13.83,,,,,,,,,,,
42,,Womens Collegiate Varsity Cal Cup,3RD,3,Santa Clara,7:20.42,,,,,,,,,,,
42,,Womens Collegiate Varsity Cal Cup,3RD,4,Colorado,7:24.03,,,,,,,,,,,
42,,Womens Collegiate Varsity Cal Cup,3RD,5,Sonoma,7:35.52,,,,,,,,,,,
42,,Womens Collegiate Varsity Cal Cup,3RD,6,CSULB,7:43.41,,,,,,,,,,,
42,,Womens Collegiate Varsity Cal Cup,3RD,,,,,,,,,,,,,,
43,1510,Mens Collegiate Novice B,Final,1,OCC,6:32.60,,,,,,,,,,,
43,1510,Mens Collegiate Novice B,Final,2,UCLA,7:00.20,,,,,,,,,,,
43,1510,Mens Collegiate Novice B,Final,,,,,,,,,,,,,,
43,1510,Mens Collegiate Novice B,Final,,,,,,,,,,,,,,
43,1510,Mens Collegiate Novice B,Final,,,,,,,,,,,,,,
43,1510,Mens Collegiate Novice B,Final,,,,,,,,,,,,,,
43,1510,Mens Collegiate Novice B,Final,,,,,,,,,,,,,,
44,1520,Womens Collegiate Novice B,Final,1,Minnesota,7:21.70,,,,,,,,,,,
44,1520,Womens Collegiate Novice B,Final,2,Oklahoma,7:32.68,,,,,,,,,,,
44,1520,Womens Collegiate Novice B,Final,3,SDSU,7:39.05,,,,,,,,,,,
44,1520,Womens Collegiate Novice B,Final,4,UCSB,7:45.63,,,,,,,,,,,
44,1520,Womens Collegiate Novice B,Final,5,USD,7:49.00,,,,,,,,,,,
44,1520,Womens Collegiate Novice B,Final,6,UCSD,8:11.40,,,,,,,,,,,
44,1520,Womens Collegiate Novice B,Final,7,CSULB,8:25.94,,,,,,,,,,,
45,,Womens Collegiate JV,3RD,1,USD,7:12.20,,,,,,,,,,,
45,,Womens Collegiate JV,3RD,2,Loyola,7:18.50,,,,,,,,,,,
45,,Womens Collegiate JV,3RD,3,KSU,7:24.99,,,,,,,,,,,
45,,Womens Collegiate JV,3RD,4,St. Mary's,7:25.75,,,,,,,,,,,
45,,Womens Collegiate JV,3RD,,,,,,,,,,,,,,
45,,Womens Collegiate JV,3RD,,,,,,,,,,,,,,
45,,Womens Collegiate JV,3RD,,,,,,,,,,,,,,
46,,Mens Junior,Petite,1,Los Gatos,6:20.60,,,,,,,,,,,
46,,Mens Junior,Petite,2,SDRC,6:22.47,,,,,,,,,,,
46,,Mens Junior,Petite,3,Marina AC,6:26.53,,,,,,,,,,,
46,,Mens Junior,Petite,4,Oak Strokes,6:27.84,,,,,,,,,,,
46,,Mens Junior,Petite,5,LB Jrs,6:33.71,,,,,,,,,,,
46,,Mens Junior,Petite,6,River City,6:35.70,,,,,,,,,,,
46,,Mens Junior,Petite,,,,,,,,,,,,,,
47,,Womens Junior,Petite,1,Capital,7:06.80,,,,,,,,,,,
47,,Womens Junior,Petite,2,LB Jrs,7:11.93,,,,,,,,,,,
47,,Womens Junior,Petite,3,Newport AC,7:14.99,,,,,,,,,,,
47,,Womens Junior,Petite,4,Rose City,7:17.02,,,,,,,,,,,
47,,Womens Junior,Petite,5,SDRC,7:22.57,,,,,,,,,,,
47,,Womens Junior,Petite,6,Holy Names,7:29.12,,,,,,,,,,,
47,,Womens Junior,Petite,,,,,,,,,,,,,,
48,,Womens Club *,A,1,Rocky Mtn.,7:33.00,,,,,,,,,,,
48,,Womens Club *,A,2,River City,7:49.35,,,,,,,,,,,
48,,Womens Club *,A,3,Willamette,7:52.08,,,,,,,,,,,
48,,Womens Club *,A,4,Lake Union,7:54.49,,,,,,,,,,,
48,,Womens Club *,A,5,Ashland,8:50.19,,,,,,,,,,,
48,,Womens Club *,A,,,,,,,,,,,,,,
48,,Womens Club *,A,,,,,,,,,,,,,,
49,,Womens Club *,B,1,Lk. Wash,7:29.4,,,,,,,,,,,
49,,Womens Club *,B,2,Tempe Town,7:44.73,,,,,,,,,,,
49,,Womens Club *,B,3,Lake Merritt,7:46.46,,,,,,,,,,,
49,,Womens Club *,B,4,SDRC,7:50.28,,,,,,,,,,,
49,,Womens Club *,B,5,Los Gatos,8:10.47,,,,,,,,,,,
49,,Womens Club *,B,,,,,,,,,,,,,,
49,,Womens Club *,B,,,,,,,,,,,,,,
50,,Mens Club *,A,1,Marin,7:20.4,,,,,,,,,,,
50,,Mens Club *,A,2,SDRC,7:24.30,,,,,,,,,,,
50,,Mens Club *,A,3,Ashland,7:25.35,,,,,,,,,,,
50,,Mens Club *,A,4,Riverside,7:27.27,,,,,,,,,,,
50,,Mens Club *,A,5,Union BC,7:42.31,,,,,,,,,,,
50,,Mens Club *,A,6,Lake Union,7:55.81,,,,,,,,,,,
50,,Mens Club *,A,,,,,,,,,,,,,,
51,,Mens Club *,B,1,LBRA,7:02.1,,,,,,,,,,,
51,,Mens Club *,B,2,Cambridge,7:03.03,,,,,,,,,,,
