Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
51,,Mens Club *,B,3,River City,7:15.73,,,,,,,,,,,
51,,Mens Club *,B,4,Rio Salado,7:16.69,,,,,,,,,,,
51,,Mens Club *,B,5,Rocky Mtn.,7:22.57,,,,,,,,,,,
51,,Mens Club *,B,,,,,,,,,,,,,,
51,,Mens Club *,B,,,,,,,,,,,,,,
52,1640,Womens Collegiate LW,Final,1,Stanford,7:03.70,,,,,,,,,,,
52,1640,Womens Collegiate LW,Final,2,Cal,7:12.77,,,,,,,,,,,
52,1640,Womens Collegiate LW,Final,,,,,,,,,,,,,,
52,1640,Womens Collegiate LW,Final,,,,,,,,,,,,,,
52,1640,Womens Collegiate LW,Final,,,,,,,,,,,,,,
52,1640,Womens Collegiate LW,Final,,,,,,,,,,,,,,
52,1640,Womens Collegiate LW,Final,,,,,,,,,,,,,,
53,1650,Mens Junior LW,Final,1,Newport AC,6:14.30,,,,,,,,,,,
53,1650,Mens Junior LW,Final,2,Everett,6:15.07,,,,,,,,,,,
53,1650,Mens Junior LW,Final,3,LB Jrs,6:18.83,,,,,,,,,,,
53,1650,Mens Junior LW,Final,4,Oak Strokes,6:19.20,,,,,,,,,,,
53,1650,Mens Junior LW,Final,5,Marin,6:23.82,,,,,,,,,,,
53,1650,Mens Junior LW,Final,6,Capital,6:44.78,,,,,,,,,,,
53,1650,Mens Junior LW,Final,,,,,,,,,,,,,,
54,1700,Womens Junior LW,Final,1,LB Jrs,7:01.60,,,,,,,,,,,
54,1700,Womens Junior LW,Final,2,Los Gatos,7:06.73,,,,,,,,,,,
54,1700,Womens Junior LW,Final,3,Oak Strokes,7:13.68,,,,,,,,,,,
54,1700,Womens Junior LW,Final,4,SDRC,7:19.11,,,,,,,,,,,
54,1700,Womens Junior LW,Final,5,Newport AC,7:26.56,,,,,,,,,,,
54,1700,Womens Junior LW,Final,6,Xavier,7:46.89,,,,,,,,,,,
54,1700,Womens Junior LW,Final,,,,,,,,,,,,,,
55,,Mens Collegiate Novice,Petite,1,UCSD,6:20.10,,,,,,,,,,,
55,,Mens Collegiate Novice,Petite,2,Michigan,6:21.26,,,,,,,,,,,
55,,Mens Collegiate Novice,Petite,3,WSU,6:25.26,,,,,,,,,,,
55,,Mens Collegiate Novice,Petite,4,USD,6:26.73,,,,,,,,,,,
55,,Mens Collegiate Novice,Petite,5,UCD,6:31.31,,,,,,,,,,,
55,,Mens Collegiate Novice,Petite,6,UCSB,6:33.86,,,,,,,,,,,
55,,Mens Collegiate Novice,Petite,,,,,,,,,,,,,,
56,,Womens Collegiate Novice,Petite,1,UCD,7:14.70,,,,,,,,,,,
56,,Womens Collegiate Novice,Petite,2,KSU,7:16.25,,,,,,,,,,,
56,,Womens Collegiate Novice,Petite,3,SDSU,7:18.29,,,,,,,,,,,
56,,Womens Collegiate Novice,Petite,4,Sac State,7:20.39,,,,,,,,,,,
56,,Womens Collegiate Novice,Petite,5,Minnesota,7:20.92,,,,,,,,,,,
56,,Womens Collegiate Novice,Petite,6,UCSB,7:31.68,,,,,,,,,,,
56,,Womens Collegiate Novice,Petite,,,,,,,,,,,,,,
57,,Womens Junior JV,Petite,1,Holy Names,7:39.2,,,,,,,,,,,
57,,Womens Junior JV,Petite,2,Rose City,7:45.86,,,,,,,,,,,
57,,Womens Junior JV,Petite,3,ZLAC,7:51.48,,,,,,,,,,,
57,,Womens Junior JV,Petite,4,LB Jrs,7:54.37,,,,,,,,,,,
57,,Womens Junior JV,Petite,5,Xavier,7:55.52,,,,,,,,,,,
57,,Womens Junior JV,Petite,6,SDRC,7:59.97,,,,,,,,,,,
57,,Womens Junior JV,Petite,,,,,,,,,,,,,,
58,,Mens Junior JV,Petite,1,Marin,6:43.3,,,,,,,,,,,
58,,Mens Junior JV,Petite,2,Marina AC,6:58.20,,,,,,,,,,,
58,,Mens Junior JV,Petite,3,SDRC B,7:01.57,,,,,,,,,,,
58,,Mens Junior JV,Petite,4,Rose City,7:06.65,,,,,,,,,,,
58,,Mens Junior JV,Petite,5,SDRC A,7:33.91,,,,,,,,,,,
58,,Mens Junior JV,Petite,,,,,,,,,,,,,,
58,,Mens Junior JV,Petite,,,,,,,,,,,,,,
59,,Womens Open,Petite,1,Marina AC,7:37.20,,,,,,,,,,,
59,,Womens Open,Petite,2,LARC,7:37.21,,,,,,,,,,,
59,,Womens Open,Petite,3,SDSU Alumni,7:46.26,,,,,,,,,,,
59,,Womens Open,Petite,4,STMA,7:46.46,,,,,,,,,,,
59,,Womens Open,Petite,5,UCSD,8:03.77,,,,,,,,,,,
59,,Womens Open,Petite,6,UCSD Alumni,8:27.73,,,,,,,,,,,
59,,Womens Open,Petite,,,,,,,,,,,,,,
60,,Mens Open,Petite,1,UCD,6:37.6,,,,,,,,,,,
60,,Mens Open,Petite,2,Notre Dame,6:38.86,,,,,,,,,,,
60,,Mens Open,Petite,3,UCSD Alumni,6:53.65,,,,,,,,,,,
60,,Mens Open,Petite,4,Crew Run,6:57.29,,,,,,,,,,,
60,,Mens Open,Petite,5,UCSB,7:13.72,,,,,,,,,,,
60,,Mens Open,Petite,,,,,,,,,,,,,,
60,,Mens Open,Petite,,,,,,,,,,,,,,
61,,Womens Collegiate JV,Petite,1,WSU,6:56.7,,,,,,,,,,,
61,,Womens Collegiate JV,Petite,2,Iowa,7:06.43,,,,,,,,,,,
61,,Womens Collegiate JV,Petite,3,UCLA,7:06.76,,,,,,,,,,,
61,,Womens Collegiate JV,Petite,4,SDSU,7:12.78,,,,,,,,,,,
61,,Womens Collegiate JV,Petite,5,Miami,7:15.37,,,,,,,,,,,
61,,Womens Collegiate JV,Petite,6,Sac State,7:17.64,,,,,,,,,,,
61,,Womens Collegiate JV,Petite,,,,,,,,,,,,,,
62,,Mens Collegiate JV,Petite,1,UCSD A,6:28.7,,,,,,,,,,,
62,,Mens Collegiate JV,Petite,2,UCD,6:34.27,,,,,,,,,,,
62,,Mens Collegiate JV,Petite,3,Santa Clara,6:39.04,,,,,,,,,,,
62,,Mens Collegiate JV,Petite,4,UCLA,6:40.27,,,,,,,,,,,
62,,Mens Collegiate JV,Petite,5,Colorado,6:41.85,,,,,,,,,,,
62,,Mens Collegiate JV,Petite,6,UCSD B,6:49.07,,,,,,,,,,,
62,,Mens Collegiate JV,Petite,,,,,,,,,,,,,,
63,,Womens Collegiate Varsity Cal Cup,Petite,1,Purdue,7:03.5,,,,,,,,,,,
63,,Womens Collegiate Varsity Cal Cup,Petite,2,SDSU,7:09.77,,,,,,,,,,,
63,,Womens Collegiate Varsity Cal Cup,Petite,3,Temple,7:12.29,,,,,,,,,,,
63,,Womens Collegiate Varsity Cal Cup,Petite,4,Georgetown,7:12.67,,,,,,,,,,,
63,,Womens Collegiate Varsity Cal Cup,Petite,5,Loyola,7:17.49,,,,,,,,,,,
63,,Womens Collegiate Varsity Cal Cup,Petite,6,Villanova,7:17.69,,,,,,,,,,,
63,,Womens Collegiate Varsity Cal Cup,Petite,,,,,,,,,,,,,,
64,,Mens Collegiate Varsity Cal Cup,Petite,1,UCD,6:19.3,,,,,,,,,,,
64,,Mens Collegiate Varsity Cal Cup,Petite,2,Notre Dame,6:24.33,,,,,,,,,,,
64,,Mens Collegiate Varsity Cal Cup,Petite,3,Colorado,6:27.47,,,,,,,,,,,
64,,Mens Collegiate Varsity Cal Cup,Petite,4,Cal LW,6:30.77,,,,,,,,,,,
64,,Mens Collegiate Varsity Cal Cup,Petite,5,Texas,6:36.21,,,,,,,,,,,
64,,Mens Collegiate Varsity Cal Cup,Petite,6,Loyola,6:38.67,,,,,,,,,,,
64,,Mens Collegiate Varsity Cal Cup,Petite,,,,,,,,,,,,,,
65,,Womens Collegiate Varsity Invitational,Petite,1,UCLA,6:52.2,,,,,,,,,,,
65,,Womens Collegiate Varsity Invitational,Petite,2,Iowa,6:53.77,,,,,,,,,,,
65,,Womens Collegiate Varsity Invitational,Petite,3,Notre Dame,7:02.39,,,,,,,,,,,
65,,Womens Collegiate Varsity Invitational,Petite,4,Miami,7:07.43,,,,,,,,,,,
65,,Womens Collegiate Varsity Invitational,Petite,5,UCD,7:12.60,,,,,,,,,,,
65,,Womens Collegiate Varsity Invitational,Petite,,,,,,,,,,,,,,
65,,Womens Collegiate Varsity Invitational,Petite,,,,,,,,,,,,,,
66,,Mens Collegiate Varsity Invitational,Petite,1,Syracuse,6:08.00,,,,,,,,,,,
66,,Mens Collegiate Varsity Invitational,Petite,2,Yale,6:11.13,,,,,,,,,,,
66,,Mens Collegiate Varsity Invitational,Petite,3,OSU,6:14.17,,,,,,,,,,,
66,,Mens Collegiate Varsity Invitational,Petite,4,Michigan,6:15.62,,,,,,,,,,,
66,,Mens Collegiate Varsity Invitational,Petite,5,Purdue,6:18.29,,,,,,,,,,,
66,,Mens Collegiate Varsity Invitational,Petite,,,,,,,,,,,,,,
66,,Mens Collegiate Varsity Invitational,Petite,,,,,,,,,,,,,,
67,915,Womens Collegiate Varsity Invitational,G Final,1,Michigan,6:43.2,,,,,,,,,,,
67,915,Womens Collegiate Varsity Invitational,G Final,2,Wash,6:45.83,,,,,,,,,,,
67,915,Womens Collegiate Varsity Invitational,G Final,3,Wisco,6:47.24,,,,,,,,,,,
67,915,Womens Collegiate Varsity Invitational,G Final,4,USC,6:48.49,,,,,,,,,,,
67,915,Womens Collegiate Varsity Invitational,G Final,5,OSU,6:49.65,,,,,,,,,,,
67,915,Womens Collegiate Varsity Invitational,G Final,6,WSU,6:52.25,,,,,,,,,,,
67,915,Womens Collegiate Varsity Invitational,G Final,,,,,,,,,,,,,,
68,930,Mens Collegiate Varsity Invitational,G Final,1,Cal,5:51.8,,,,,,,,,,,
68,930,Mens Collegiate Varsity Invitational,G Final,2,Wash,5:52.61,,,,,,,,,,,
68,930,Mens Collegiate Varsity Invitational,G Final,3,Harvard,5:53.95,,,,,,,,,,,
68,930,Mens Collegiate Varsity Invitational,G Final,4,Stanford,5:56.34,,,,,,,,,,,
68,930,Mens Collegiate Varsity Invitational,G Final,5,Brown,6:03.77,,,,,,,,,,,
68,930,Mens Collegiate Varsity Invitational,G Final,6,Princeton,6:07.07,,,,,,,,,,,
68,930,Mens Collegiate Varsity Invitational,G Final,,,,,,,,,,,,,,
69,940,Womens Club*,Final,1,Lk. Wash,7:37.22,,,,,,,,,,,
69,940,Womens Club*,Final,2,Rocky Mtn.,7:52.05,,,,,,,,,,,
69,940,Womens Club*,Final,3,Tempe Town,7:55.35,,,,,,,,,,,
69,940,Womens Club*,Final,4,Lake Merritt,7:56.04,,,,,,,,,,,
69,940,Womens Club*,Final,5,Willamette,8:07.99,,,,,,,,,,,
69,940,Womens Club*,Final,6,River City,8:12.87,,,,,,,,,,,
69,940,Womens Club*,Final,,,,,,,,,,,,,,
70,950,Mens Club*,Final,1,LBRA,7:25.5,,,,,,,,,,,
70,950,Mens Club*,Final,2,Cambridge,7:26.99,,,,,,,,,,,
70,950,Mens Club*,Final,3,Marin,7:34.93,,,,,,,,,,,
70,950,Mens Club*,Final,4,River City,7:40.72,,,,,,,,,,,
70,950,Mens Club*,Final,5,SDRC,7:41.73,,,,,,,,,,,
70,950,Mens Club*,Final,6,Ashland,7:42.49,,,,,,,,,,,
70,950,Mens Club*,Final,,,,,,,,,,,,,,
71,1000,Womens Collegiate JV,G Final,1,Wash,7:00.00,,,,,,,,,,,
71,1000,Womens Collegiate JV,G Final,2,Michigan,7:02.08,,,,,,,,,,,
71,1000,Womens Collegiate JV,G Final,3,Wisco,7:04.71,,,,,,,,,,,
71,1000,Womens Collegiate JV,G Final,4,USC,7:04.73,,,,,,,,,,,
71,1000,Womens Collegiate JV,G Final,5,Notre Dame,7:09.47,,,,,,,,,,,
71,1000,Womens Collegiate JV,G Final,6,OSU,7:11.92,,,,,,,,,,,
71,1000,Womens Collegiate JV,G Final,,,,,,,,,,,,,,
72,1010,Mens Collegiate JV,G Final,1,Cal,6:06.92,,,,,,,,,,,
72,1010,Mens Collegiate JV,G Final,2,Wash,6:11.02,,,,,,,,,,,
72,1010,Mens Collegiate JV,G Final,3,Harvard,6:17.59,,,,,,,,,,,
72,1010,Mens Collegiate JV,G Final,4,Stanford,6:20.72,,,,,,,,,,,
72,1010,Mens Collegiate JV,G Final,5,Notre Dame,6:46.25,,,,,,,,,,,
72,1010,Mens Collegiate JV,G Final,6,UCI,6:47.21,,,,,,,,,,,
72,1010,Mens Collegiate JV,G Final,,,,,,,,,,,,,,
73,1020,Womens Collegiate Varsity Cal Cup,G Final,1,St. Joseph's,7:12.26,,,,,,,,,,,
73,1020,Womens Collegiate Varsity Cal Cup,G Final,2,Sac State,7:14.06,,,,,,,,,,,
73,1020,Womens Collegiate Varsity Cal Cup,G Final,3,KSU,7:14.34,,,,,,,,,,,
73,1020,Womens Collegiate Varsity Cal Cup,G Final,4,USD,7:18.99,,,,,,,,,,,
73,1020,Womens Collegiate Varsity Cal Cup,G Final,5,St. Mary's,7:21.33,,,,,,,,,,,
73,1020,Womens Collegiate Varsity Cal Cup,G Final,6,Stanford LW,7:24.24,,,,,,,,,,,
73,1020,Womens Collegiate Varsity Cal Cup,G Final,,,,,,,,,,,,,,
74,1030,Mens Collegiate Varsity Cal Cup,G Final,1,UCSD,6:28.18,,,,,,,,,,,
74,1030,Mens Collegiate Varsity Cal Cup,G Final,2,USD,6:31.04,,,,,,,,,,,
74,1030,Mens Collegiate Varsity Cal Cup,G Final,3,OCC,6:36.04,,,,,,,,,,,
74,1030,Mens Collegiate Varsity Cal Cup,G Final,4,Santa Clara,6:36.75,,,,,,,,,,,
74,1030,Mens Collegiate Varsity Cal Cup,G Final,5,Sac State,6:37.16,,,,,,,,,,,
74,1030,Mens Collegiate Varsity Cal Cup,G Final,6,UCLA,6:40.51,,,,,,,,,,,
74,1030,Mens Collegiate Varsity Cal Cup,G Final,,,,,,,,,,,,,,
75,1040,Womens Junior JV,G Final,1,Marin,7:40.56,,,,,,,,,,,
75,1040,Womens Junior JV,G Final,2,Los Gatos,7:46.12,,,,,,,,,,,
75,1040,Womens Junior JV,G Final,3,St. Ignatius,7:51.84,,,,,,,,,,,
75,1040,Womens Junior JV,G Final,4,Marina AC,7:55.42,,,,,,,,,,,
75,1040,Womens Junior JV,G Final,5,Newport AC,7:56.85,,,,,,,,,,,
75,1040,Womens Junior JV,G Final,6,Oak Strokes,8:01.49,,,,,,,,,,,
75,1040,Womens Junior JV,G Final,,,,,,,,,,,,,,
76,1050,Mens Junior JV,G Final,1,Los Gatos,6:45.7,,,,,,,,,,,
76,1050,Mens Junior JV,G Final,2,Everett,6:48.58,,,,,,,,,,,
76,1050,Mens Junior JV,G Final,3,Capital,6:55.61,,,,,,,,,,,
76,1050,Mens Junior JV,G Final,4,Newport AC,6:57.29,,,,,,,,,,,
76,1050,Mens Junior JV,G Final,5,St. Ignatius,7:00.30,,,,,,,,,,,
76,1050,Mens Junior JV,G Final,6,Oak Strokes,7:17.03,,,,,,,,,,,
76,1050,Mens Junior JV,G Final,,,,,,,,,,,,,,
77,1100,Womens Collegiate Novice,G Final,1,Wash,7:16.97,,,,,,,,,,,
77,1100,Womens Collegiate Novice,G Final,2,OSU,7:18.63,,,,,,,,,,,
77,1100,Womens Collegiate Novice,G Final,3,WSU,7:28.87,,,,,,,,,,,
77,1100,Womens Collegiate Novice,G Final,4,UCLA,7:35.96,,,,,,,,,,,
77,1100,Womens Collegiate Novice,G Final,5,Oklahoma,7:47.33,,,,,,,,,,,
77,1100,Womens Collegiate Novice,G Final,6,USC,7:56.70,,,,,,,,,,,
77,1100,Womens Collegiate Novice,G Final,,,,,,,,,,,,,,
78,1110,Mens Collegiate Novice,G Final,1,Wash,6:09.13,,,,,,,,,,,
78,1110,Mens Collegiate Novice,G Final,2,Cal,6:18.88,,,,,,,,,,,
78,1110,Mens Collegiate Novice,G Final,3,Stanford,6:33.12,,,,,,,,,,,
78,1110,Mens Collegiate Novice,G Final,4,OCC,6:33.67,,,,,,,,,,,
78,1110,Mens Collegiate Novice,G Final,5,OSU,6:38.67,,,,,,,,,,,
78,1110,Mens Collegiate Novice,G Final,6,UBC,6:55.88,,,,,,,,,,,
78,1110,Mens Collegiate Novice,G Final,,,,,,,,,,,,,,
79,1120,Womens Open,G Final,1,USC,7:25.47,,,,,,,,,,,
79,1120,Womens Open,G Final,2,USC Alumni,7:42.70,,,,,,,,,,,
79,1120,Womens Open,G Final,3,UCI,7:51.56,,,,,,,,,,,
79,1120,Womens Open,G Final,4,UCSB,7:56.54,,,,,,,,,,,
79,1120,Womens Open,G Final,5,OCC,7:58.23,,,,,,,,,,,
79,1120,Womens Open,G Final,6,Lake Union,8:22.84,,,,,,,,,,,
79,1120,Womens Open,G Final,,,,,,,,,,,,,,
80,1130,Mens Open,G Final,1,Cal,6:30.7,,,,,,,,,,,
80,1130,Mens Open,G Final,2,Ltl Knights,6:36.23,,,,,,,,,,,
80,1130,Mens Open,G Final,3,M Rowing,6:56.55,,,,,,,,,,,
80,1130,Mens Open,G Final,4,OSU,6:59.98,,,,,,,,,,,
80,1130,Mens Open,G Final,5,USD,7:08.05,,,,,,,,,,,
80,1130,Mens Open,G Final,6,OCC,7:08.65,,,,,,,,,,,
80,1130,Mens Open,G Final,,,,,,,,,,,,,,
81,1220,Womens Junior,G Final,1,Marin,7:09.7,,,,,,,,,,,
81,1220,Womens Junior,G Final,2,St. Ignatius,7:12.40,,,,,,,,,,,
81,1220,Womens Junior,G Final,3,"Maritime, CT",7:20.94,,,,,,,,,,,
81,1220,Womens Junior,G Final,4,Los Gatos,7:24.27,,,,,,,,,,,
81,1220,Womens Junior,G Final,5,Oak Strokes,7:24.58,,,,,,,,,,,
81,1220,Womens Junior,G Final,6,Marina AC,7:28.23,,,,,,,,,,,
81,1220,Womens Junior,G Final,,,,,,,,,,,,,,
82,1230,Mens Junior,G Final,1,Newport AC,6:24.8,,,,,,,,,,,
82,1230,Mens Junior,G Final,2,Capital,6:28.45,,,,,,,,,,,
82,1230,Mens Junior,G Final,3,Marin,6:34.43,,,,,,,,,,,
82,1230,Mens Junior,G Final,4,Everett,6:38.11,,,,,,,,,,,
82,1230,Mens Junior,G Final,5,St. Ignatius,6:42.02,,,,,,,,,,,
82,1230,Mens Junior,G Final,6,Rose City,6:44.10,,,,,,,,,,,
82,1230,Mens Junior,G Final,,,,,,,,,,,,,,
83,1240,Womens Masters A,Final,1,Austin RC,7:27.10,,,,,,,,,,,
83,1240,Womens Masters A,Final,2,Lk. Wash,7:29.29,,,,,,,,,,,
83,1240,Womens Masters A,Final,3,UCI Alum,7:44.47,,,,,,,,,,,
83,1240,Womens Masters A,Final,4,Cal Alumni,8:10.06,,,,,,,,,,,
83,1240,Womens Masters A,Final,5,Rocky Mtn.,8:14.56,,,,,,,,,,,
83,1240,Womens Masters A,Final,6,Wildcat RA,8:36.59,,,,,,,,,,,
83,1240,Womens Masters A,Final,7,Lake Union,8:37.53,,,,,,,,,,,
84,1250,Mens Masters A,Final,1,Crim Bears,6:22.50,,,,,,,,,,,
84,1250,Mens Masters A,Final,2,Marin,6.25.86,,,,,,,,,,,
84,1250,Mens Masters A,Final,3,SDRC,6:48.47,,,,,,,,,,,
84,1250,Mens Masters A,Final,4,Lake Union,6:52.26,,,,,,,,,,,
84,1250,Mens Masters A,Final,5,True Aggies,7:10.20,,,,,,,,,,,
84,1250,Mens Masters A,Final,,,,,,,,,,,,,,
84,1250,Mens Masters A,Final,,,,,,,,,,,,,,
85,1300,Womens Masters B,Final,1,Lake Union,7:31.6,,,,,,,,,,,
85,1300,Womens Masters B,Final,2,Marin Comp,7:38.09,,,,,,,,,,,
85,1300,Womens Masters B,Final,3,Lions RC,8:01.27,,,,,,,,,,,
85,1300,Womens Masters B,Final,4,Bair Island,8:04.52,,,,,,,,,,,
85,1300,Womens Masters B,Final,5,Willamette,8:22.79,,,,,,,,,,,
85,1300,Womens Masters B,Final,,,,,,,,,,,,,,
85,1300,Womens Masters B,Final,,,,,,,,,,,,,,
86,1310,Mens Masters B,Final,1,Kent Mitchell,6:44.00,,,,,,,,,,,
86,1310,Mens Masters B,Final,2,Union BC,6:51.77,,,,,,,,,,,
86,1310,Mens Masters B,Final,3,Marin,7:07.15,,,,,,,,,,,
86,1310,Mens Masters B,Final,4,Bair Island,7:20.62,,,,,,,,,,,
86,1310,Mens Masters B,Final,5,Lake Union,7:32.98,,,,,,,,,,,
86,1310,Mens Masters B,Final,,,,,,,,,,,,,,
86,1310,Mens Masters B,Final,,,,,,,,,,,,,,
87,1320,Womens Masters C,Final,1,LBRA,7:37.4,,,,,,,,,,,
87,1320,Womens Masters C,Final,2,Marin Comp,7:58.29,,,,,,,,,,,
87,1320,Womens Masters C,Final,3,Avalon,8:00.86,,,,,,,,,,,
87,1320,Womens Masters C,Final,4,Lake Union,8:04.10,,,,,,,,,,,
87,1320,Womens Masters C,Final,5,River City,8:26.25,,,,,,,,,,,
87,1320,Womens Masters C,Final,6,Ashland,9:00.36,,,,,,,,,,,
87,1320,Womens Masters C,Final,7,Lions RC,9:17.74,,,,,,,,,,,
88,1330,Mens Masters C,Final,1,Kent Mitchell,6:45.5,,,,,,,,,,,
88,1330,Mens Masters C,Final,2,River City,7:01.07,,,,,,,,,,,
88,1330,Mens Masters C,Final,3,SDRC,7:11.09,,,,,,,,,,,
88,1330,Mens Masters C,Final,4,Greenlake,7:36.04,,,,,,,,,,,
88,1330,Mens Masters C,Final,,,,,,,,,,,,,,
88,1330,Mens Masters C,Final,,,,,,,,,,,,,,
88,1330,Mens Masters C,Final,,,,,,,,,,,,,,
89,1340,Womens Masters D,Final,1,Rocky Mtn.,8:04.7,,,,,,,,,,,
89,1340,Womens Masters D,Final,2,ZLAC,8:09.31,,,,,,,,,,,
89,1340,Womens Masters D,Final,3,Rio Salado,8:38.82,,,,,,,,,,,
89,1340,Womens Masters D,Final,4,Los Gatos,8:41.91,,,,,,,,,,,
89,1340,Womens Masters D,Final,5,River City,8:46.74,,,,,,,,,,,
89,1340,Womens Masters D,Final,6,Newport AC,8:51.43,,,,,,,,,,,
89,1340,Womens Masters D,Final,7,Sac St. AC,9:15.20,,,,,,,,,,,
90,1350,Mens Masters D,Final,1,Rocky Mtn.,6:55.21,,,,,,,,,,,
90,1350,Mens Masters D,Final,2,Palm Beach,6:57.58,,,,,,,,,,,
90,1350,Mens Masters D,Final,3,Riverside,7:04.84,,,,,,,,,,,
90,1350,Mens Masters D,Final,4,Rio Salado,7:20.85,,,,,,,,,,,
90,1350,Mens Masters D,Final,,,,,,,,,,,,,,
90,1350,Mens Masters D,Final,,,,,,,,,,,,,,
90,1350,Mens Masters D,Final,,,,,,,,,,,,,,
